StartDate,EndDate,RecordedDate,ResponseId,Init,Title,id,answer,clean_answer,fullquestion,abbr,Group,ESnum,qnum,ES,survey_order,flag_noResponse,flag_noDriver,flag_noDirection,FirstAuthor,PublicationYear,SourcePublication
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_1_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,1,Q12,HabCreate,59,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_2_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Pollination and dispersal of seeds or other propagules - Response 1: Separate by commas",Response,,2,Q12,Pollination,61,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_3_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (N... - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants] - Response 1: Separate by commas",Response,,3,Q12,AQReg,63,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_4_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,4,Q12,ClimReg,65,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_5_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of ocean acidification [e.g. Regulation, by photosynthetic organ... - Regulation of ocean acidification [e.g. Regulation, by photosynthetic organisms (on land or in water), of atmospheric CO2 concentrations and seawater pH] - Response 1: Separate by commas",Response,,5,Q12,OceanReg,67,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_6_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater quantity, location and timing [e.g. flow of surfac... - Regulation of freshwater quantity, location and timing [e.g. flow of surface and groundwater used for drinking, irrigation] - Response 1: Separate by commas",Response,,6,Q12,freshWQReg,69,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_7_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,7,Q12,coastWQReg,71,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_8_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,8,Q12,SoilProtect,73,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_9_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of hazards and extreme events [e.g. amelioration of floods, wind... - Regulation of hazards and extreme events [e.g. amelioration of floods, wind, storms, hurricanes, seawater intrusion] - Response 1: Separate by commas",Response,,9,Q12,Hazards,75,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_10_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of detrimental organisms and biological processes [e.g. pests, p... - Regulation of detrimental organisms and biological processes [e.g. pests, pathogens, predators, competitors, etc. that affect humans, plants and animals] - Response 1: Separate by commas",Response,,10,Q12,PestPath,77,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_11_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fue... - Energy [e.g.  biomass-based fuels, such as biofuel crops, animal waste, fuelwood] - Response 1: Separate by commas",Response,,11,Q12,Energy,79,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_12_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Food and feed - Response 1: Separate by commas",Response,,12,Q12,Food,81,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_13_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pe... - Materials and assistance [e.g. wood, fibers, waxes, paper, resins, dyes, pearls, shells, ornamental plants, pets, herders] - Response 1: Separate by commas",Response,,13,Q12,Materials,83,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_14_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Medicinal, biochemical, and genetic resources [e.g. plant and animal breedi... - Medicinal, biochemical, and genetic resources [e.g. plant and animal breeding, materials derived from plants, animals, microbes] - Response 1: Separate by commas",Response,,14,Q12,MedGen,85,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
2020-04-09T12:35:00Z,2020-04-09T13:00:07Z,2020-04-09T13:00:07Z,R_3M0en6hxEdSAAnL,SDJ,Biodiversity-multifunctionality relationships depend on identity and number of measured functions,Q25.1_15_1,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Maintenance of options [e.g. benefits (including those of future generation... - Maintenance of options [e.g. benefits (including those of future generations) associated with the continued existence of a wide variety of species, populations and genotypes] - Response 1: Separate by commas",Response,,15,Q12,MaintainOpts,87,TRUE,FALSE,TRUE,Meyer,2018,NATURE ECOLOGY & EVOLUTION
