"x"
"Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species"
"Linking wind erosion to ecosystem services in drylands: a landscape ecological approach"
"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services"
"Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand)"
"Restoration potential of threatened ecosystem engineers increases with aridity: broad scale effects on soil nutrients and function"
"Stable nitrogen and carbon isotope ratios in wild native honeybees: the influence of land use and climate"
"Mammal diversity influences the carbon cycle through trophic interactions in the Amazon"
"The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context"
"Non-native fruit trees facilitate colonization of native forest on abandoned farmland"
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK"
"A welcome can of worms? Hypoxia mitigation by an invasive species"
"Balancing yield with resilience and conservation objectives in harvested predator-prey communities"
"Invasive grasses, climate change, and exposure to storm-wave overtopping in coastal dune ecosystems"
"Landscape structure influences urban vegetation vertical structure"
"Weed species structural and functional composition of okra fields and field periphery under different management intensities along the rural-urban gradient of two West African cities"
"Routes to achieving sustainable intensification in simulated dairy farms: The importance of production efficiency and complimentary land uses"
"The spatial organization of ecosystem services in river-floodplains"
"Assessment of the erosion control function of forest ecosystems based on GIS: a case study in Zhangjiajie National Forest Park, China"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration"
